,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Item Name,Resource Location,Creative Only,OP Only,Commands Only,Max Stack,Renewable,Infinitely Automatically Farmable,,Has a Direct Block Form,Has a Direct Entity Form,Durability,Fuel Time,XP From Cooking,Enchantability,Mining Speed Multiplier,Mining Level,Melee Attack Damage,Melee Attack Speed,Defence,Toughness,Knockback Resistance,Wearable,Edible,Can be Eaten with Full Hunger,Hunger Filled,Saturation Filled,Fire Resistant,Blast Resistant,Lures Entites When Held,Unique Dispenser Interaction,Can be Used in an Enchanting Table,Sold by Villagers,Sold to Villagers,Sold by Wandering Traders,Can Have Enchantments,Used In Crafting,Obtainable From Crafting,Can Repair Gear,Can Be Cooked,,,Obtainable From Cooking,"Has A Unique ""Use"" Function",Rarity,,,,Seperate Item Icon,Has Data Components,
,Reinforced Deepslate,reinforced_deepslate,TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,54
,Diorite,diorite,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55
,Diorite Slab,diorite_slab,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,56
,Diorite Stairs,diorite_stairs,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,57
,Diorite Wall,diorite_wall,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,58
,Polished Diorite,polished_diorite,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,59
,Polished Diorite Slab,polished_diorite_slab,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,60
,Polished Diorite Stairs,polished_diorite_stairs,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,61
,Andesite,andesite,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62
,Andesite Slab,andesite_slab,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,63
,Andesite Stairs,andesite_stairs,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64
,Andesite Wall,andesite_wall,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65
,Polished Andesite,polished_andesite,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66
,Polished Andesite Slab,polished_andesite_slab,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,67
,Polished Andesite Stairs,polished_andesite_stairs,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68
,Granite,granite,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,69
,Granite Slab,granite_slab,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70
,Granite Stairs,granite_stairs,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,71
,Granite Wall,granite_wall,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,72
,Polished Granite,polished_granite,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,73
,Polished Granite Slab,polished_granite_slab,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,74
,Polished Granite Stairs,polished_granite_stairs,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75
,Tuff,tuff,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,76
,Tuff Slab,tuff_slab,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,77
,Tuff Stairs,tuff_stairs,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,78
,Tuff Wall,tuff_wall,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,79
,Chiseled Tuff,chiseled_tuff,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,80
,Polished Tuff,polished_tuff,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,81
,Polished Tuff Slab,polished_tuff_slab,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,82
,Polished Tuff Stairs,polished_tuff_stairs,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,83
,Polished Tuff Wall,polished_tuff_wall,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,84
,Tuff Bricks,tuff_bricks,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,85
,Tuff Brick Slab,tuff_brick_slab,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,86
,Tuff Brick Stairs,tuff_brick_stairs,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,87
,Tuff Brick Wall,tuff_brick_wall,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,88
,Chiseled Tuff Bricks,chiseled_tuff_bricks,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,89
,Calcite,calcite,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,90
,Dripstone Block,dripstone_block,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,91
,Pointed Dripstone,pointed_dripstone,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,92
,Dirt,dirt,FALSE,FALSE,FALSE,64,TRUE,TRUE,TRUE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,93
,Grass Block,grass_block,FALSE,FALSE,FALSE,64,TRUE,TRUE,TRUE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,94
,Mycelium,mycelium,FALSE,FALSE,FALSE,64,TRUE,TRUE,TRUE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,95
,Podzol,podzol,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,96
,Coarse Dirt,coarse_dirt,FALSE,FALSE,FALSE,64,TRUE,TRUE,TRUE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,97
,Rooted Dirt,rooted_dirt,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,98
,Dirt Path,dirt_path,TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,99
,Farmland,farmland,TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,100
,Oak Log,oak_log,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,15,0.15,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,101
,Oak Wood,oak_wood,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,15,0.15,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,102
,Stripped Oak Log,stripped_oak_log,FALSE,FALSE,FALSE,64,TRUE,TRUE,TRUE,TRUE,FALSE,N/A,15,0.15,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,103
,Stripped Oak Wood,stripped_oak_wood,FALSE,FALSE,FALSE,64,TRUE,TRUE,TRUE,TRUE,FALSE,N/A,15,0.15,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,104
,Oak Planks,oak_planks,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,15,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,105
,Oak Slab,oak_slab,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,7.5,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,106
,Oak Stairs,oak_stairs,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,15,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,107
,Oak Fence,oak_fence,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,15,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,108
,Oak Fence Gate,oak_fence_gate,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,15,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,109
,Oak Door,oak_door,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,10,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,110
