Item Properties_Item Name,Item Properties_Can Have Enchantments,Item Properties_Used In Crafting,Item Properties_Obtainable From Crafting,"Item Properties_Has A Unique ""Use"" Function",Can Be Cooked_Furnace,Can Be Cooked_Smoker/Campfire,Can Be Cooked_Blast Furnace,Rarity_Common,Rarity_Uncommon,Rarity_Rare,Rarity_Epic,Keywords
Smooth Red Sandstone Stairs,False,False,False,True,False,False,False,True,True,False,False,"smooth, sandstone, gray, rock, stairs, solid, red"
Cut Red Sandstone,False,False,True,True,False,False,False,True,True,False,False,"sandstone, gray, rock, solid, cut, red"
Cut Red Sandstone Slab,False,False,False,True,False,False,False,True,True,False,False,"slab, sandstone, gray, rock, solid, cut, red"
Chiseled Red Sandstone,False,False,True,True,False,False,False,True,True,False,False,"chiseled, sandstone, gray, rock, solid, red"
Emerald Ore,False,False,False,False,True,False,True,True,True,False,False,"gem, emerald, green, precious, ore"
Deepslate Emerald Ore,False,False,False,False,True,False,True,True,True,False,False,"deepslate, gem, emerald, green, precious, ore"
Coal Ore,False,False,False,False,True,False,True,True,True,False,False,"ore, black, dark, coal"
Deepslate Coal Ore,False,False,False,False,True,False,True,True,True,False,False,"deepslate, black, coal, ore, dark"
Copper Ore,False,False,False,False,True,False,True,True,True,False,False,"copper, ore"
Deepslate Copper Ore,False,False,False,False,True,False,True,True,True,False,False,"copper, deepslate, ore"
Iron Ore,False,False,False,False,True,False,True,True,True,False,False,"iron, ore, gray"
Deepslate Iron Ore,False,False,False,False,True,False,True,True,True,False,False,"iron, deepslate, ore, gray"
Lapis Lazuli Ore,False,False,False,False,True,False,True,True,True,False,False,"ore, lapis, lazuli"
Deepslate Lapis Lazuli Ore,False,False,False,False,True,False,True,True,True,False,False,"ore, deepslate, lazuli, lapis"
Gold Ore,False,False,False,False,True,False,True,True,True,False,False,"yellow, ore, gold, golden"
Deepslate Gold Ore,False,False,False,False,True,False,True,True,True,False,False,"deepslate, yellow, ore, golden, gold"
Redstone Ore,False,False,False,False,True,False,True,True,True,False,False,"gray, rock, redstone, ore, solid"
Deepslate Redstone Ore,False,False,False,False,True,False,True,True,True,False,False,"deepslate, gray, rock, redstone, ore, solid"
Diamond Ore,False,False,False,False,True,False,True,True,True,False,False,"blue, diamond, precious, ore, shiny"
Deepslate Diamond Ore,False,False,False,False,True,False,True,True,True,False,False,"deepslate, blue, diamond, precious, ore, shiny"
Nether Quartz Ore,False,False,False,False,True,False,True,True,True,False,False,"ore, nether, quartz"
Nether Gold Ore,False,False,False,False,True,False,True,True,True,False,False,"nether, yellow, ore, golden, gold"
Ancient Debris,False,False,False,False,True,False,True,True,True,False,False,"ancient, debris"
Emerald,False,False,True,True,False,False,False,False,True,False,False,"precious, green, gem, emerald"
Block Of Emerald,False,False,True,True,False,False,False,True,True,False,False,"gem, emerald, green, of, precious, block"
Coal,False,False,True,True,False,False,False,True,True,False,False,"black, dark, coal"
Block Of Coal,False,False,True,True,False,False,False,True,True,False,False,"black, coal, dark, of, block"
Raw Copper,False,False,True,True,True,False,True,False,True,False,False,"copper, raw"
Block Of Raw Copper,False,False,True,True,False,False,False,True,True,False,False,"copper, of, block, raw"
Copper ingot,False,False,True,True,False,False,False,True,True,False,False,"copper, ingot"
Block Of Copper,False,False,True,True,False,False,False,True,True,False,False,"copper, of, block"
Exposed Block Of Copper,False,False,True,False,False,False,False,True,True,False,False,"copper, of, exposed, block"
Weathered Block Of Copper,False,False,True,False,False,False,False,True,True,False,False,"copper, of, weathered, block"
Oxidized Block Of Copper,False,False,True,False,False,False,False,True,True,False,False,"copper, of, block, oxidized"
Cut Copper,False,False,True,True,False,False,False,True,True,False,False,"copper, cut"
Exposed Cut Copper,False,False,True,True,False,False,False,True,True,False,False,"copper, cut, exposed"
Weathered Cut Copper,False,False,True,True,False,False,False,True,True,False,False,"copper, cut, weathered"
Oxidized Cut Copper,False,False,True,True,False,False,False,True,True,False,False,"copper, cut, oxidized"
Cut Copper Slab,False,False,True,True,False,False,False,True,True,False,False,"copper, cut, slab"
Exposed Cut Copper Slab,False,False,True,True,False,False,False,True,True,False,False,"copper, cut, exposed, slab"
Weathered Cut Copper Slab,False,False,True,True,False,False,False,True,True,False,False,"copper, cut, weathered, slab"
Oxidized Cut Copper Slab,False,False,True,True,False,False,False,True,True,False,False,"copper, cut, oxidized, slab"
Cut Copper Stairs,False,False,True,True,False,False,False,True,True,False,False,"copper, cut, stairs"
Exposed Cut Copper Stairs,False,False,True,True,False,False,False,True,True,False,False,"copper, cut, exposed, stairs"
Weathered Cut Copper Stairs,False,False,True,True,False,False,False,True,True,False,False,"copper, cut, weathered, stairs"
Oxidized Cut Copper Stairs,False,False,True,True,False,False,False,True,True,False,False,"copper, cut, oxidized, stairs"
Chiseled Copper,False,False,True,True,False,False,False,True,True,False,False,"copper, chiseled"
Exposed Chiseled Copper,False,False,True,True,False,False,False,True,True,False,False,"copper, exposed, chiseled"
Weathered Chiseled Copper,False,False,True,True,False,False,False,True,True,False,False,"copper, weathered, chiseled"
Oxidized Chiseled Copper,False,False,True,True,False,False,False,True,True,False,False,"copper, oxidized, chiseled"
Copper Grate,False,False,True,True,False,False,False,True,True,False,False,"copper, grate"
Exposed Copper Grate,False,False,True,True,False,False,False,True,True,False,False,"copper, exposed, grate"
Weathered Copper Grate,False,False,True,True,False,False,False,True,True,False,False,"copper, weathered, grate"
Oxidized Copper Grate,False,False,True,True,False,False,False,True,True,False,False,"copper, grate, oxidized"
Copper Bulb,False,False,True,True,False,False,False,True,True,False,False,"copper, bulb"
Exposed Copper Bulb,False,False,True,True,False,False,False,True,True,False,False,"copper, exposed, bulb"
Weathered Copper Bulb,False,False,True,True,False,False,False,True,True,False,False,"copper, weathered, bulb"
Oxidized Copper Bulb,False,False,True,True,False,False,False,True,True,False,False,"copper, oxidized, bulb"
Copper Door,False,False,True,True,False,False,False,True,True,False,False,"copper, door"
Exposed Copper Door,False,False,True,True,False,False,False,True,True,False,False,"copper, exposed, door"
Weathered Copper Door,False,False,True,True,False,False,False,True,True,False,False,"copper, weathered, door"
Oxidized Copper Door,False,False,True,True,False,False,False,True,True,False,False,"copper, oxidized, door"
Copper Trapdoor,False,False,True,True,False,False,False,True,True,False,False,"copper, trapdoor"
Exposed Copper Trapdoor,False,False,True,True,False,False,False,True,True,False,False,"copper, exposed, trapdoor"
Weathered Copper Trapdoor,False,False,True,True,False,False,False,True,True,False,False,"copper, weathered, trapdoor"
Oxidized Copper Trapdoor,False,False,True,True,False,False,False,True,True,False,False,"copper, oxidized, trapdoor"
Waxed Block Of Copper,False,False,True,True,False,False,False,True,True,False,False,"copper, of, waxed, block"
Waxed Exposed Block Of Copper,False,False,True,True,False,False,False,True,True,False,False,"waxed, of, exposed, copper, block"
Waxed Weathered Block Of Copper,False,False,True,True,False,False,False,True,True,False,False,"waxed, of, copper, weathered, block"
Waxed Oxidized Block Of Copper,False,False,True,True,False,False,False,True,True,False,False,"oxidized, waxed, of, copper, block"
Waxed Cut Copper,False,False,True,True,False,False,False,True,True,False,False,"copper, cut, waxed"
Waxed Exposed Cut Copper,False,False,True,True,False,False,False,True,True,False,False,"copper, cut, waxed, exposed"
Waxed Weathered Cut Copper,False,False,True,True,False,False,False,True,True,False,False,"copper, cut, waxed, weathered"
Waxed Oxidized Cut Copper,False,False,True,True,False,False,False,True,True,False,False,"copper, cut, waxed, oxidized"
Waxed Cut Copper Slab,False,False,True,True,False,False,False,True,True,False,False,"copper, cut, waxed, slab"
Waxed Exposed Cut Copper Slab,False,False,True,True,False,False,False,True,True,False,False,"slab, waxed, exposed, copper, cut"
Waxed Weathered Cut Copper Slab,False,False,True,True,False,False,False,True,True,False,False,"slab, waxed, copper, cut, weathered"
Waxed Oxidized Cut Copper Slab,False,False,True,True,False,False,False,True,True,False,False,"slab, oxidized, waxed, copper, cut"
Waxed Cut Copper Stairs,False,False,False,True,False,False,False,True,True,False,False,"copper, cut, waxed, stairs"
Waxed Exposed Cut Copper Stairs,False,False,False,True,False,False,False,True,True,False,False,"waxed, exposed, stairs, copper, cut"
Waxed Weathered Cut Copper Stairs,False,False,False,True,False,False,False,True,True,False,False,"waxed, stairs, copper, cut, weathered"
Waxed Oxidized Cut Copper Stairs,False,False,False,True,False,False,False,True,True,False,False,"oxidized, waxed, stairs, copper, cut"
Waxed Chiseled Copper,False,False,False,True,False,False,False,True,True,False,False,"copper, waxed, chiseled"
Waxed Exposed Chiseled Copper,False,False,False,True,False,False,False,True,True,False,False,"copper, waxed, exposed, chiseled"
Waxed Weathered Chiseled Copper,False,False,False,True,False,False,False,True,True,False,False,"copper, waxed, weathered, chiseled"
Waxed Oxidized Chiseled Copper,False,False,False,True,False,False,False,True,True,False,False,"copper, waxed, oxidized, chiseled"
Waxed Copper Grate,False,False,False,True,False,False,False,True,True,False,False,"copper, waxed, grate"
Waxed Exposed Copper Grate,False,False,False,True,False,False,False,True,True,False,False,"copper, waxed, exposed, grate"
Waxed Weathered Copper Grate,False,False,False,True,False,False,False,True,True,False,False,"copper, waxed, grate, weathered"
Waxed Oxidized Copper Grate,False,False,False,True,False,False,False,True,True,False,False,"copper, waxed, oxidized, grate"
Waxed Copper Bulb,False,False,False,True,False,False,False,True,True,False,False,"copper, waxed, bulb"
Waxed Exposed Copper Bulb,False,False,False,True,False,False,False,True,True,False,False,"copper, waxed, exposed, bulb"
Waxed Weathered Copper Bulb,False,False,False,True,False,False,False,True,True,False,False,"copper, waxed, bulb, weathered"
Waxed Oxidized Copper Bulb,False,False,False,True,False,False,False,True,True,False,False,"copper, waxed, oxidized, bulb"
Waxed Copper Door,False,False,False,True,False,False,False,True,True,False,False,"copper, waxed, door"
Waxed Exposed Copper Door,False,False,False,True,False,False,False,True,True,False,False,"copper, waxed, exposed, door"
Waxed Weathered Copper Door,False,False,False,True,False,False,False,True,True,False,False,"copper, waxed, weathered, door"
Waxed Oxidized Copper Door,False,False,False,True,False,False,False,True,True,False,False,"copper, waxed, oxidized, door"
Waxed Copper Trapdoor,False,False,False,True,False,False,False,True,True,False,False,"copper, waxed, trapdoor"
Waxed Exposed Copper Trapdoor,False,False,False,True,False,False,False,True,True,False,False,"copper, waxed, exposed, trapdoor"
Waxed Weathered Copper Trapdoor,False,False,False,True,False,False,False,True,True,False,False,"copper, waxed, trapdoor, weathered"
Waxed Oxidized Copper Trapdoor,False,False,False,True,False,False,False,True,True,False,False,"copper, waxed, oxidized, trapdoor"
Raw Iron,False,False,True,True,True,False,True,False,True,False,False,"iron, raw, gray"
Block Of Raw Iron,False,False,True,True,False,False,False,True,True,False,False,"iron, raw, gray, of, block"
Iron Ingot,False,False,True,True,False,False,False,True,True,False,False,"iron, ingot, gray"
Block Of Iron,False,False,True,True,False,False,False,True,True,False,False,"iron, of, gray, block"
Iron Door,False,False,False,True,False,False,False,True,True,False,False,"iron, gray, door"
Iron Trapdoor,False,False,False,True,False,False,False,True,True,False,False,"iron, gray, trapdoor"
Heavy Weighted Pressure Plate,False,False,False,True,False,False,False,True,True,False,False,"weighted, heavy, pressure, plate"
Iron Nugget,False,False,True,True,False,False,False,False,True,False,False,"iron, gray, nugget"
Lapis Lazuli,True,False,True,True,False,False,False,False,True,False,False,"lapis, lazuli"
Block Of Lapis Lazuli,True,False,True,True,False,False,False,True,True,False,False,"of, lapis, block, lazuli"
Raw Gold,False,False,True,True,True,False,True,False,True,False,False,"yellow, raw, gold, golden"
Block Of Raw Gold,False,False,True,True,False,False,False,True,True,False,False,"yellow, raw, block, of, golden, gold"
Gold Ingot,False,False,True,True,False,False,False,True,True,False,False,"yellow, ingot, gold, golden"
Block Of Gold,False,False,True,True,False,False,False,True,True,False,False,"gold, yellow, of, golden, block"
Light Weighted Pressure Plate,False,False,False,True,False,False,False,True,True,False,False,"light, pressure, plate, weighted"
Gold Nugget,False,False,True,True,False,False,False,False,True,False,False,"yellow, gold, nugget, golden"
